# index, airport_code, airport_id, airport_seq_id, city_market_id, origin, city_name, state_abr, state_fips, state_nm, wac, _pos
1739,AR1,10345,1034502,30345,,"Russellville, AR",AR,05,Arkansas,71,"array([-3.61739039,  1.18341682])"
1740,FL3,11688,1168801,31688,,"Chipley, FL",FL,12,Florida,33,"array([-4.0734033 ,  1.16402356])"
1741,FVA,11797,1179701,31797,,"Osprey Lodge, AK",AK,02,Alaska,1,"array([-2.58348766,  0.83169435])"
1742,N87,13597,1359701,33597,,"Robbinsville, NJ",NJ,34,New Jersey,21,"array([-3.17571671,  1.90367105])"
1743,ARV,10363,1036301,30363,,"Minocqua/Woodruff, WI",WI,55,Wisconsin,45,"array([-3.63778898,  0.93744226])"
1744,PA2,14001,1400102,34001,,"Bedford, PA",PA,42,Pennsylvania,23,"array([-2.79638095,  1.41409047])"
1745,8F3,10013,1001301,30013,,"Crosbyton, TX",TX,48,Texas,74,"array([-3.57771391,  0.81232256])"
1746,SUW,15047,1504701,35047,,"Superior, WI",WI,55,Wisconsin,45,"array([-3.80416881,  1.33362395])"
1747,HAR,12070,1207005,32070,,"Harrisburg, PA",PA,42,Pennsylvania,23,"array([-3.32676582,  1.4306184 ])"
1748,U36,16431,1643101,36433,,"Aberdeen, ID",ID,16,Idaho,83,"array([-3.5064346 ,  0.90313178])"
1749,GED,11883,1188302,31883,,"Georgetown, DE",DE,10,Delaware,31,"array([-3.20867498,  1.42658887])"
1750,NC5,13623,1362301,33623,,"Kenansville, NC",NC,37,North Carolina,36,"array([-3.91148234,  1.44617098])"
1751,QAF,14341,1434102,34341,,"Jackpot, NV",NV,32,Nevada,85,"array([-3.42111036,  0.58253992])"
1752,MPR,13447,1344701,33447,,"McPherson, KS",KS,20,Kansas,62,"array([-3.44316012,  1.14702278])"
1753,NRB,13739,1373901,33739,,"Mayport, FL",FL,12,Florida,33,"array([-3.07962559,  1.47142594])"
1754,ERV,11582,1158201,31582,,"Kerrville, TX",TX,48,Texas,74,"array([-3.49314877,  1.24909751])"
1755,PUO,14296,1429602,34296,,"Prudhoe Bay, AK",AK,02,Alaska,1,"array([-2.88322483,  0.89207125])"
1756,DQY,11405,1140503,31405,,"Cape Canaveral, FL",FL,12,Florida,33,"array([-3.64113058,  0.75004621])"
1757,WWD,15882,1588202,35882,,"Cape May, NJ",NJ,34,New Jersey,21,"array([-3.36089017,  1.40916966])"
1758,FAQ,16647,1664701,36631,,"Fitiuta Village, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.33230825,  1.03090999])"
1759,JCT,16699,1669901,36680,,"Junction, TX",TX,48,Texas,74,"array([-2.758609 ,  1.4174197])"
1760,C1A,16700,1670001,36681,,"Patterson, CA",CA,06,California,91,"array([-2.5468747 ,  1.20099368])"
1761,NM1,16635,1663501,36619,,"Belen, NM",NM,35,New Mexico,86,"array([-3.62611142,  0.96981941])"
1762,NC9,16640,1664001,36624,,"Rockingham, NC",NC,37,North Carolina,36,"array([-3.79359715,  0.91950538])"
1763,NOT,13725,1372502,33725,,"Novato, CA",CA,06,California,91,"array([-3.68360532,  1.04797779])"
1764,OZA,13995,1399503,33995,,"Ozona, TX",TX,48,Texas,74,"array([-2.69980878,  1.56858169])"
1765,GUY,12024,1202401,32024,,"Guymon, OK",OK,40,Oklahoma,73,"array([-2.64805957,  1.36407354])"
1766,PSF,14255,1425501,34255,,"Pittsfield, MA",MA,25,Massachusetts,13,"array([-3.28796013,  1.33777447])"
1767,LWC,13122,1312202,33122,,"Lawrence, KS",KS,20,Kansas,62,"array([-2.92204613,  1.24892065])"
1768,RQE,14597,1459703,34597,,"Prosser, WA",WA,53,Washington,93,"array([-3.61917765,  0.81558192])"
1769,WWA,15881,1588101,35849,,"Wasilla, AK",AK,02,Alaska,1,"array([-2.94426002,  0.95834666])"
1770,WQP,15828,1582801,35828,,"Oceano, CA",CA,06,California,91,"array([-3.5483371 ,  0.78904182])"
1771,GAI,11842,1184201,31842,,"Gaithersburg, MD",MD,24,Maryland,35,"array([-3.27215106,  1.36226468])"
1772,ME3,16540,1654001,36526,,"Belfast, ME",ME,23,Maine,12,"array([-3.23800667,  1.37038685])"
1773,JZY,12603,1260302,32603,,"Grangeville, ID",ID,16,Idaho,83,"array([-3.37496759,  0.89623671])"
1774,SSW,15003,1500302,35003,,"Stuart Island, WA",WA,53,Washington,93,"array([-3.43784947,  0.733059  ])"
1775,LEE,12934,1293401,32934,,"Leesburg, FL",FL,12,Florida,33,"array([-3.51298488,  1.33537454])"
1776,FDK,11656,1165602,31656,,"Frederick, MD",MD,24,Maryland,35,"array([-3.41702219,  1.45776233])"
1777,ID1,16445,1644501,35956,,"Driggs, ID",ID,16,Idaho,83,"array([-2.895631  ,  1.30404919])"
1778,GPM,11971,1197102,31971,,"Grand Prairie, TX",TX,48,Texas,74,"array([-3.05040922,  1.56312897])"
1779,SPZ,14964,1496402,34964,,"Springdale, AR",AR,05,Arkansas,71,"array([-3.8425925 ,  1.44275548])"
1780,MLD,13362,1336202,33362,,"Malad City, ID",ID,16,Idaho,83,"array([-2.52086633,  1.11153121])"
1781,OEO,16563,1656301,36549,,"Osceola, WI",WI,55,Wisconsin,45,"array([-3.57162805,  1.37922381])"
1782,ONA,13881,1388101,33881,,"Winona, MN",MN,27,Minnesota,63,"array([-3.01955817,  1.57197017])"
1783,BBC,10494,1049405,30494,,"Bay City, TX",TX,48,Texas,74,"array([-2.94787318,  1.40703471])"
1784,AZ7,16837,1683701,36809,,"Colorado City, AZ",AZ,04,Arizona,81,"array([-3.51039166,  0.94052788])"
1785,CKU,11034,1103405,30913,,"Cordova, AK",AK,02,Alaska,1,"array([-2.8666641 ,  0.91315995])"
1786,PVW,14315,1431502,34315,,"Plainview, TX",TX,48,Texas,74,"array([-3.69936222,  1.0113973 ])"
1787,CO1,16770,1677001,36745,,"Monte Vista, CO",CO,08,Colorado,82,"array([-3.44129644,  1.04067246])"
1788,AIO,16849,1684901,36822,,"Atlantic, IA",IA,19,Iowa,61,"array([-3.6526828 ,  0.70597253])"
1789,WI6,16860,1686001,36831,,"Waupaca, WI",WI,55,Wisconsin,45,"array([-3.13719563,  0.65479174])"
1790,SAA,14670,1467002,34670,,"Saratoga, WY",WY,56,Wyoming,88,"array([-3.47932351,  1.12399532])"
1791,N1J,16861,1686101,36832,,"Hackettstown, NJ",NJ,34,New Jersey,21,"array([-3.16051519,  1.80498864])"
1792,A50,10063,1006301,30063,,"Big Bay, AK",AK,02,Alaska,1,"array([-2.71087234,  1.01516142])"
1793,AHT,10219,1021901,30219,,"Amchitka Island, AK",AK,02,Alaska,1,"array([-2.93420639,  0.73774772])"
1794,ALM,10266,1026601,30266,,"Alamogordo, NM",NM,35,New Mexico,86,"array([-3.29213014,  1.13410309])"
1795,NGM,13663,1366302,32016,,"Guam, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.39778344,  0.87648094])"
1796,BMC,10680,1068003,30680,,"Brigham City, UT",UT,49,Utah,87,"array([-2.88002081,  1.33313403])"
1797,LYU,13144,1314401,33144,,"Ely, MN",MN,27,Minnesota,63,"array([-3.01175764,  1.2400318 ])"
1798,RIE,14526,1452601,34526,,"Rice Lake, WI",WI,55,Wisconsin,45,"array([-2.7528154 ,  1.31997234])"
1799,SIK,14822,1482201,34822,,"Sikeston, MO",MO,29,Missouri,64,"array([-3.17541196,  1.85762506])"
1800,SME,14892,1489201,34892,,"Somerset, KY",KY,21,Kentucky,52,"array([-2.58805477,  1.44315537])"
1801,IDP,12283,1228301,32283,,"Independence, KS",KS,20,Kansas,62,"array([-2.7105232 ,  1.45939291])"
1802,DNL,11358,1135802,30208,,"Augusta, GA",GA,13,Georgia,34,"array([-3.37316267,  0.94582088])"
1803,IKK,12314,1231402,32314,,"Kankakee, IL",IL,17,Illinois,41,"array([-2.86020662,  1.31499253])"
1804,DUC,11436,1143601,31436,,"Duncan, OK",OK,40,Oklahoma,73,"array([-3.81446806,  1.48128578])"
1805,POY,14215,1421502,34215,,"Powell, WY",WY,56,Wyoming,88,"array([-2.92446587,  1.53610575])"
1806,LUL,13106,1310601,33106,,"Laurel, MS",MS,28,Mississippi,53,"array([-3.7293106,  0.7856151])"
1807,QQE,14415,1441501,34415,,"Sealing Point, AK",AK,02,Alaska,1,"array([-3.06063273,  0.84568193])"
1808,RQG,14599,1459901,34599,,"Covington, TN",TN,47,Tennessee,54,"array([-3.12802009,  1.85880788])"
1809,APV,10337,1033702,30337,,"Apple Valley, CA",CA,06,California,91,"array([-3.84063585,  1.03827504])"
1810,A42,10055,1005501,30055,,"Teshepkuk Lake, AK",AK,02,Alaska,1,"array([-2.79019073,  0.71156917])"
1811,RID,14525,1452501,34525,,"Richmond, IN",IN,18,Indiana,42,"array([-3.71125806,  1.30809646])"
1812,JZI,12587,1258702,32587,,"Portland, TN",TN,47,Tennessee,54,"array([-3.16743404,  1.40958504])"
1813,MEJ,13242,1324201,33242,,"Meadville, PA",PA,42,Pennsylvania,23,"array([-3.46710286,  1.62737034])"
1814,LHV,12974,1297401,32974,,"Lock Haven, PA",PA,42,Pennsylvania,23,"array([-2.71487242,  1.67605617])"
1815,WST,15855,1585502,35855,,"Westerly, RI",RI,44,Rhode Island,15,"array([-3.20637963,  1.39736984])"
1816,PMH,14165,1416501,34165,,"Portsmouth, OH",OH,39,Ohio,44,"array([-2.56006948,  1.15086366])"
1817,VWH,15653,1565301,33158,,"Midland/Odessa, TX",TX,48,Texas,74,"array([-3.5938133 ,  0.98773335])"
1818,BAB,10474,1047401,30474,,"Marysville, CA",CA,06,California,91,"array([-2.92601162,  1.41436297])"
1819,DQI,11389,1138902,31389,,"Colusa, CA",CA,06,California,91,"array([-3.30393891,  0.55254668])"
1820,ATO,10400,1040003,30400,,"Athens, OH",OH,39,Ohio,44,"array([-3.55187621,  1.26063247])"
1821,BGD,10572,1057202,30572,,"Borger, TX",TX,48,Texas,74,"array([-3.49943358,  1.16854839])"
1822,SC3,14708,1470801,34708,,"Conway, SC",SC,45,South Carolina,37,"array([-2.99217089,  1.71392576])"
1823,WQR,15830,1583001,33714,,"Naknek, AK",AK,02,Alaska,1,"array([-2.79901663,  0.83786224])"
1824,SUO,15042,1504202,35042,,"Sunriver, OR",OR,41,Oregon,92,"array([-3.31815882,  0.75196862])"
1825,A22,10035,1003501,30035,,"Driftwood Bay, AK",AK,02,Alaska,1,"array([-2.78376048,  1.10050305])"
1826,MIT,13319,1331901,33319,,"Shafter, CA",CA,06,California,91,"array([-2.63003229,  1.43693761])"
1827,WBR,15726,1572601,35726,,"Big Rapids, MI",MI,26,Michigan,43,"array([-2.61113024,  1.39389545])"
1828,MIV,13321,1332102,33321,,"Millville, NJ",NJ,34,New Jersey,21,"array([-3.22270409,  1.55738172])"
1829,OWA,13982,1398201,33982,,"Owatonna, MN",MN,27,Minnesota,63,"array([-2.49455738,  1.16158758])"
1830,WQH,15820,1582001,35820,,"Dorris, CA",CA,06,California,91,"array([-2.7149734 ,  1.18294664])"
1831,EAG,11464,1146401,31464,,"Noatak, AK",AK,02,Alaska,1,"array([-2.98585064,  0.50861487])"
1832,DTN,11429,1142901,30476,,"Shreveport, LA",LA,22,Louisiana,72,"array([-2.54922604,  1.35876151])"
1833,MS2,16414,1641401,36414,,"Picayune, MS",MS,28,Mississippi,53,"array([-3.93654542,  1.55678855])"
1834,RSL,14629,1462901,34629,,"Russell, KS",KS,20,Kansas,62,"array([-3.80539083,  1.00797884])"
1835,NC7,16510,1651001,36502,,"Beaufort, NC",NC,37,North Carolina,36,"array([-3.07893579,  1.65944777])"
1836,RQN,14606,1460602,34606,,"Cave Junction, OR",OR,41,Oregon,92,"array([-3.32142961,  0.71047678])"
1837,DPG,11377,1137701,31377,,"Dugway, UT",UT,49,Utah,87,"array([-2.92146789,  1.47540679])"
1838,NV2,16566,1656601,36552,,"Jean, NV",NV,32,Nevada,85,"array([-3.53066613,  0.9593478 ])"
1839,PWR,14322,1432201,34322,,"Big Port Walter, AK",AK,02,Alaska,1,"array([-2.7196864 ,  0.63808378])"
1840,GRF,11979,1197901,31979,,"Tacoma, WA",WA,53,Washington,93,"array([-3.5447952 ,  1.36372088])"
1841,DUA,11434,1143401,31434,,"Durant, OK",OK,40,Oklahoma,73,"array([-3.47592345,  0.96971146])"
1842,FSI,11776,1177602,31776,,"Fort Sill, OK",OK,40,Oklahoma,73,"array([-2.8872601 ,  1.70843648])"
1843,AK9,16630,1663001,36614,,"Tolstoi Bay, AK",AK,02,Alaska,1,"array([-3.25224235,  0.48523222])"
1844,BBW,16573,1657301,36559,,"Broken Bow, NE",NE,31,Nebraska,65,"array([-3.23281725,  0.52413717])"
1845,XXT,15977,1597702,35977,,"Polson, MT",MT,30,Montana,84,"array([-3.16530347,  0.51624178])"
1846,AA5,10117,1011701,30117,,"Selby Lake, AK",AK,02,Alaska,1,"array([-2.63375336,  0.70763342])"
1847,MVC,16527,1652701,36517,,"Monroeville, AL",AL,01,Alabama,51,"array([-3.25639665,  1.63943931])"
1848,WAL,15713,1571302,35713,,"Chincoteague, VA",VA,51,Virginia,38,"array([-3.66607574,  0.79445459])"
1849,VWK,15656,1565602,35656,,"Saratoga Springs, NY",NY,36,New York,22,"array([-3.3128064,  1.3451388])"
1850,N4C,16750,1675001,36726,,"Sanford, NC",NC,37,North Carolina,36,"array([-3.10351087,  1.62096829])"
1851,BTP,10780,1078001,30780,,"Butler, PA",PA,42,Pennsylvania,23,"array([-3.10772167,  1.48173203])"
1852,AL3,10255,1025505,30255,,"Huntsville, AL",AL,01,Alabama,51,"array([-3.57529171,  1.34848906])"
1853,LA4,16819,1681901,36791,,"New Roads, LA",LA,22,Louisiana,72,"array([-3.00504723,  1.76396948])"
1854,POF,14201,1420101,34201,,"Poplar Bluff, MO",MO,29,Missouri,64,"array([-3.34510354,  1.79615806])"
1855,MI7,16821,1682101,36793,,"South Haven, MI",MI,26,Michigan,43,"array([-3.53706855,  1.23466641])"
1856,NJ1,13685,1368501,33685,,"Berlin, NJ",NJ,34,New Jersey,21,"array([-3.2835699 ,  1.41501685])"
1857,VWG,15652,1565202,35652,,"Garibaldi, OR",OR,41,Oregon,92,"array([-3.38452657,  0.6491942 ])"
1858,T4X,16706,1670603,30423,,"Austin, TX",TX,48,Texas,74,"array([-3.68140251,  1.3433729 ])"
1859,CO6,16823,1682301,36795,,"Buena, CO",CO,08,Colorado,82,"array([-3.65647943,  1.31625208])"
1860,NJ5,16585,1658501,36570,,"Sussex, NJ",NJ,34,New Jersey,21,"array([-3.32799795,  1.55319356])"
1861,PA5,16525,1652501,36515,,"West Chester, PA",PA,42,Pennsylvania,23,"array([-3.30231841,  1.37849871])"
1862,AMW,10294,1029401,30294,,"Ames, IA",IA,19,Iowa,61,"array([-3.50607703,  1.22815354])"
1863,A1L,16811,1681101,36783,,"Cullman, AL",AL,01,Alabama,51,"array([-3.69656968,  1.42794566])"
1864,VGC,16454,1645402,36452,,"Hamilton, NY",NY,36,New York,22,"array([-3.28424234,  1.39685784])"
1865,VA8,16774,1677403,34524,,"Richmond, VA",VA,51,Virginia,38,"array([-3.49940923,  1.35921986])"
1866,SSF,16857,1685701,33214,,"San Antonio, TX",TX,48,Texas,74,"array([-2.8891076 ,  1.47439247])"
1867,UDD,15434,1543402,34262,,"Bermuda Dunes, CA",CA,06,California,91,"array([-3.49754835,  1.07650255])"
1868,2GA,16848,1684801,36821,,"Camilla, GA",GA,13,Georgia,34,"array([-3.75703182,  1.35961542])"
1869,FLX,11706,1170602,31706,,"Fallon, NV",NV,32,Nevada,85,"array([-2.779005  ,  1.45174767])"
1870,1GA,16842,1684201,36814,,"Hampton, GA",GA,13,Georgia,34,"array([-3.71982522,  1.48674879])"
1871,WY1,15892,1589201,35892,,"Pinedale, WY",WY,56,Wyoming,88,"array([-2.92056023,  1.60689972])"
1872,WQX,15836,1583601,35836,,"Kiavak, AK",AK,02,Alaska,1,"array([-2.64450873,  0.9989748 ])"
1873,SPG,14950,1495002,33195,,"Tampa, FL",FL,12,Florida,33,"array([-3.30190428,  1.62600644])"
1874,COA,11095,1109501,31095,,"Columbia, CA",CA,06,California,91,"array([-2.69679548,  0.81730972])"
1875,A17,10030,1003001,30030,,"Port Vita, AK",AK,02,Alaska,1,"array([-2.65083458,  1.05318051])"
1876,A85,10098,1009801,30098,,"Big River, AK",AK,02,Alaska,1,"array([-2.72211001,  0.73378512])"
1877,CIV,11014,1101401,31014,,"Chomley, AK",AK,02,Alaska,1,"array([-3.20673219,  0.7570783 ])"
1878,KBK,12624,1262401,32624,,"Klag Bay, AK",AK,02,Alaska,1,"array([-3.15746955,  0.72011273])"
1879,POQ,14208,1420801,34208,,"Polk Inlet, AK",AK,02,Alaska,1,"array([-3.23684218,  0.69051752])"
1880,WSM,15852,1585201,35852,,"Wiseman, AK",AK,02,Alaska,1,"array([-2.79978791,  0.66919288])"
1881,HOL,12183,1218301,32183,,"Holikachuk, AK",AK,02,Alaska,1,"array([-2.84335034,  0.63313506])"
1882,A49,10062,1006201,30062,,"Mooseville Airstrip, AK",AK,02,Alaska,1,"array([-2.76101661,  0.74117422])"
1883,LOU,13044,1304402,33044,,"Louisville, KY",KY,21,Kentucky,52,"array([-3.46154715,  1.58596016])"
1884,UMB,15467,1546701,35467,,"Umnak, AK",AK,02,Alaska,1,"array([-2.68808328,  0.7625701 ])"
1885,A78,10091,1009101,30053,,"Cape Simpson, AK",AK,02,Alaska,1,"array([-2.84238296,  0.85276159])"
1886,GFL,11899,1189901,31899,,"Glens Falls, NY",NY,36,New York,22,"array([-3.3017953 ,  1.35625806])"
1887,THV,15203,1520302,35203,,"York, PA",PA,42,Pennsylvania,23,"array([-3.32369824,  1.41024561])"
1888,PYM,14332,1433201,34332,,"Plymouth, MA",MA,25,Massachusetts,13,"array([-3.26513736,  1.38613216])"
1889,EFK,11496,1149602,31496,,"Newport, VT",VT,50,Vermont,16,"array([-3.34413211,  1.50778416])"
1890,XXV,15979,1597901,35979,,"Decatur, WA",WA,53,Washington,93,"array([-3.35342055,  0.92192411])"
1891,A23,10036,1003601,30036,,"Bradley Lake, AK",AK,02,Alaska,1,"array([-3.00971076,  0.95635443])"
1892,JZU,12599,1259902,32599,,"Bennington, VT",VT,50,Vermont,16,"array([-3.29264229,  1.43853596])"
1893,FLD,11693,1169301,31693,,"Fond Du Lac, WI",WI,55,Wisconsin,45,"array([-2.84818928,  1.61933314])"
1894,POU,14212,1421203,34212,,"Poughkeepsie, NY",NY,36,New York,22,"array([-3.35046793,  1.39323195])"
1895,OWD,13984,1398402,33984,,"Norwood, MA",MA,25,Massachusetts,13,"array([-3.24175213,  1.35608765])"
1896,ANP,10309,1030901,30309,,"Annapolis, MD",MD,24,Maryland,35,"array([-3.32465853,  1.45663318])"
1897,RQR,14610,1461001,34610,,"Harbor Springs, MI",MI,26,Michigan,43,"array([-3.35817447,  1.4293073 ])"
1898,1B1,10010,1001002,30010,,"Hudson, NY",NY,36,New York,22,"array([-3.31335322,  1.47800775])"
1899,MWC,13544,1354401,33342,,"Milwaukee, WI",WI,55,Wisconsin,45,"array([-3.59552129,  1.67041947])"
1900,FID,11675,1167501,31672,,"Fishers Island, NY",NY,36,New York,22,"array([-3.2228744 ,  1.34546411])"
1901,ISS,12394,1239402,32394,,"Wiscasset, ME",ME,23,Maine,12,"array([-3.2387889 ,  1.45566809])"
1902,B19,10471,1047101,30471,,"Biddeford, ME",ME,23,Maine,12,"array([-3.44117123,  1.56512402])"
1903,NPT,13731,1373103,33731,,"Newport, RI",RI,44,Rhode Island,15,"array([-3.23578951,  1.34148397])"
1904,BID,10613,1061302,30613,,"Block Island, RI",RI,44,Rhode Island,15,"array([-3.20708252,  1.36778254])"
1905,UOS,16419,1641901,36419,,"Sewanee, TN",TN,47,Tennessee,54,"array([-3.45889072,  1.75592781])"
1906,CT1,16441,1644101,36442,,"Plainville, CT",CT,09,Connecticut,11,"array([-3.2936969 ,  1.49189399])"
1907,NY1,13781,1378102,33781,,"Kingston, NY",NY,36,New York,22,"array([-3.38901636,  1.4469849 ])"
1908,TWH,15390,1539001,30437,,"Two Harbors, CA",CA,06,California,91,"array([-2.83823247,  0.50440975])"
1909,IN3,16511,1651101,32337,,"Indianapolis, IN",IN,18,Indiana,42,"array([-2.95494445,  1.69697601])"
1910,NY8,16512,1651201,36503,,"Mattituck, NY",NY,36,New York,22,"array([-3.24116632,  1.57397017])"
1911,NY7,16498,1649801,36488,,"Skaneateles, NY",NY,36,New York,22,"array([-3.21213725,  1.38062997])"
1912,AL2,10254,1025401,30254,,"Alabaster, AL",AL,01,Alabama,51,"array([-3.23579029,  1.65864419])"
1913,MA1,13152,1315201,33152,,"Edgartown, MA",MA,25,Massachusetts,13,"array([-3.36762088,  1.38621137])"
1914,LDJ,12925,1292502,32925,,"Linden, NJ",NJ,34,New Jersey,21,"array([-3.27973402,  1.75114189])"
1915,MPV,13450,1345001,33450,,"Montpelier/Barre, VT",VT,50,Vermont,16,"array([-3.19057502,  1.43591999])"
1916,CON,11106,1110601,31106,,"Concord, NH",NH,33,New Hampshire,14,"array([-3.2223499 ,  1.36385131])"
1917,MA5,16543,1654301,36529,,"Northampton, MA",MA,25,Massachusetts,13,"array([-3.25828714,  1.44461608])"
1918,BBX,10504,1050403,30504,,"Blue Bell, PA",PA,42,Pennsylvania,23,"array([-3.23985062,  1.41226108])"
1919,FQV,11755,1175501,31755,,"Volcano Bay, AK",AK,02,Alaska,1,"array([-2.8298354 ,  1.11778076])"
1920,FHB,16363,1636301,36363,,"Fernandina Beach, FL",FL,12,Florida,33,"array([-3.42177021,  1.42313218])"
1921,MVL,13535,1353503,33535,,"Morrisville, VT",VT,50,Vermont,16,"array([-3.27738471,  1.3279244 ])"
1922,MI6,16683,1668301,36665,,"Dowagiac, MI",MI,26,Michigan,43,"array([-3.16618736,  1.67565948])"
1923,6B0,16429,1642901,36431,,"Middlebury, VT",VT,50,Vermont,16,"array([-3.30895399,  1.42722192])"
1924,SEG,14751,1475102,34751,,"Selinsgrove, PA",PA,42,Pennsylvania,23,"array([-3.32942457,  1.39310825])"
1925,UBF,15427,1542702,35427,,"Chatham, MA",MA,25,Massachusetts,13,"array([-3.22743371,  1.3800904 ])"
1926,AK5,16580,1658001,36566,,"Qugruc, AK",AK,02,Alaska,1,"array([-3.00332457,  0.90149447])"
1927,QSO,14441,1444102,34441,,"Southbridge, MA",MA,25,Massachusetts,13,"array([-3.17924347,  1.55602723])"
1928,ARB,10348,1034802,30348,,"Ann Arbor, MI",MI,26,Michigan,43,"array([-3.21469222,  1.51446455])"
1929,ASH,10374,1037402,30374,,"Nashua, NH",NH,33,New Hampshire,14,"array([-3.30308822,  1.41039061])"
1930,DE2,16520,1652001,36510,,"Middletown, DE",DE,10,Delaware,31,"array([-3.15727738,  1.49134875])"
1931,DE3,16666,1666601,36649,,"Dover-Cheswold, DE",DE,10,Delaware,31,"array([-3.36403494,  1.57378521])"
1932,MA4,16526,1652601,36516,,"Marshfield, MA",MA,25,Massachusetts,13,"array([-3.30579598,  1.45342587])"
1933,MA2,16479,1647902,36469,,"Montague, MA",MA,25,Massachusetts,13,"array([-3.24474448,  1.42900018])"
1934,LAM,12883,1288302,32883,,"Los Alamos, NM",NM,35,New Mexico,86,"array([-3.34907605,  1.11211503])"
1935,UXO,15529,1552901,35529,,"Fitchburg, MA",MA,25,Massachusetts,13,"array([-3.32089441,  1.50189911])"
1936,FRY,11773,1177302,31773,,"Fryeburg, ME",ME,23,Maine,12,"array([-3.29040089,  1.46976798])"
1937,JDX,12470,1247001,31453,,"Houston, TX",TX,48,Texas,74,"array([-3.07580806,  1.55648335])"
1938,VT1,16588,1658802,36573,,"West Dover, VT",VT,50,Vermont,16,"array([-3.27360887,  1.43379898])"
1939,NH3,16731,1673101,36710,,"Haverhill, NH",NH,33,New Hampshire,14,"array([-4.05663089,  1.87236794])"
1940,CT6,16681,1668101,36663,,"East Haddam, CT",CT,09,Connecticut,11,"array([-3.77046078,  1.65244681])"
1941,AL8,16737,1673701,36716,,"Scottsboro, AL",AL,01,Alabama,51,"array([-5.87229338, -2.13077081])"
1942,AR3,16738,1673801,36717,,"Bentonville, AR",AR,05,Arkansas,71,"array([-5.81239508, -2.17446012])"
1943,A2K,10770,1077003,30770,,"Bartletts, AK",AK,02,Alaska,1,"array([-2.81494187,  0.87555129])"
1944,A18,10031,1003102,30031,,"Kantishna, AK",AK,02,Alaska,1,"array([-2.72069375,  1.07994775])"
1945,A75,10088,1008801,30088,,"Malina Bay, AK",AK,02,Alaska,1,"array([-2.6319038 ,  0.96450319])"
1946,RSP,14631,1463101,34631,,"Raspberry Strait, AK",AK,02,Alaska,1,"array([-2.60063526,  0.98270855])"
1947,WI4,16778,1677801,36752,,"Middleton, WI",WI,55,Wisconsin,45,"array([-3.19089799,  1.74304974])"
1948,LKP,13008,1300802,33008,,"Lake Placid, NY",NY,36,New York,22,"array([-3.31719193,  1.3762515 ])"
1949,NY5,16442,1644201,36443,,"Millbrook, NY",NY,36,New York,22,"array([-3.2798132,  1.5453706])"
1950,CEY,10949,1094902,30949,,"Murray, KY",KY,21,Kentucky,52,"array([-3.37855436,  1.62321013])"
1951,OBE,16541,1654101,36527,,"Okeechobee, FL",FL,12,Florida,33,"array([-3.59873816,  1.36826964])"
1952,CTX,11174,1117402,31174,,"Cortland, NY",NY,36,New York,22,"array([-3.42415676,  1.54612316])"
1953,ONH,13884,1388401,33783,,"Oneonta, NY",NY,36,New York,22,"array([-3.26880592,  1.478931  ])"
1954,GTY,16682,1668203,36664,,"Gettysburg, PA",PA,42,Pennsylvania,23,"array([-3.23372186,  1.51574327])"
1955,GVQ,12029,1202901,32029,,"Batavia, NY",NY,36,New York,22,"array([-3.38898076,  1.53594645])"
1956,T8X,16755,1675503,30194,,"Dallas, TX",TX,48,Texas,74,"array([-3.22130194,  1.63390244])"
1957,CT7,16871,1687101,36841,,"Chester, CT",CT,09,Connecticut,11,"array([-3.6008547 ,  0.85267768])"
1958,JGG,12484,1248401,33667,,"Williamsburg, VA",VA,51,Virginia,38,"array([-3.32681032,  1.52872304])"
1959,OCE,13808,1380801,33808,,"Ocean City, MD",MD,24,Maryland,35,"array([-3.32723055,  1.66169446])"
1960,MPO,13446,1344602,33446,,"Mt. Pocono, PA",PA,42,Pennsylvania,23,"array([-3.37088418,  1.52240798])"
1961,PAO,14011,1401105,32457,,"Palo Alto, CA",CA,06,California,91,"array([-3.64558743,  1.0492427 ])"
1962,OQF,13905,1390501,33905,,"Lemesurier Island, AK",AK,02,Alaska,1,"array([-3.06050087,  0.48050298])"
1963,FQH,11741,1174101,31741,,"Fire Island, AK",AK,02,Alaska,1,"array([-2.84946661,  0.69737744])"
1964,QQC,14413,1441301,34413,,"Nimiuk Point, AK",AK,02,Alaska,1,"array([-3.04568294,  0.80900415])"
1965,ZXI,16341,1634101,36341,,"Coal Bay, AK",AK,02,Alaska,1,"array([-3.20407061,  0.66724423])"
1966,CIN,11009,1100901,31009,,"Carroll, IA",IA,19,Iowa,61,"array([-2.90004044,  0.7184515 ])"
1967,ZXP,16348,1634801,36348,,"Salmon Bay Lake, AK",AK,02,Alaska,1,"array([-3.24608046,  0.56115499])"
1968,A54,10067,1006701,30067,,"Cannery Bay, AK",AK,02,Alaska,1,"array([-2.62645465,  0.86741772])"
1969,ZXO,16347,1634701,36347,,"El Capitan, AK",AK,02,Alaska,1,"array([-3.26081261,  0.78280462])"
1970,ILL,12322,1232201,32322,,"Willmar, MN",MN,27,Minnesota,63,"array([-2.80326209,  1.02188315])"
1971,WVL,15879,1587901,30414,,"Augusta/Waterville, ME",ME,23,Maine,12,"array([-3.20490767,  1.44637722])"
